typeofaction,sourceid,destinationid,amountofmoney,date,isfraud,typeoffraud
transfer,294,91,20116.49,2023-03-08 02:23,1,type3
transfer,447,91,20682.22,2020-07-23 06:30,1,type3
cash-in,424,70,4140.23,2024-02-09 17:17,0,none
cash-in,86,237,8372.92,2021-10-01 00:45,0,none
cash-in,781,307,7863.7,2024-02-03 19:33,0,none
transfer,6,598,8619.62,2022-09-29 03:23,0,none
transfer,491,457,279.87,2022-01-14 17:38,0,none
cash-in,528,985,5269.2,2022-03-18 11:41,0,none
cash-in,247,594,3584.57,2024-04-11 21:15,0,none
cash-in,538,704,648.74,2021-06-03 05:34,0,none
transfer,611,127,1688.17,2024-05-12 04:36,0,none
cash-in,63,506,8708.1,2021-02-20 09:24,0,none
cash-in,33,879,8135.34,2020-12-25 23:20,0,none
cash-in,41,914,741.14,2024-11-15 05:15,0,none
transfer,887,297,6913.07,2021-06-06 13:09,0,none
cash-in,94,17,6522.83,2023-03-06 14:48,0,none
transfer,412,671,1563.44,2024-03-07 12:26,0,none
transfer,709,609,19212.16,2022-09-14 00:38,1,type1
transfer,709,957,20977.94,2020-08-19 13:02,1,type1
transfer,709,920,19105.58,2021-09-24 12:55,1,type1
transfer,709,993,19391.25,2024-08-29 21:42,1,type1
transfer,709,297,20269.55,2024-07-16 06:25,1,type1
transfer,278,677,965.23,2024-03-20 03:30,1,type2
transfer,88,906,929.68,2024-03-20 03:31,1,type2
transfer,385,99,957.44,2024-03-20 03:32,1,type2
transfer,374,914,936.87,2024-03-20 03:33,1,type2
transfer,984,971,952.28,2024-03-20 03:34,1,type2
transfer,790,412,19772.04,2024-04-11 16:53,1,type3
transfer,403,412,20480.66,2020-08-29 12:24,1,type3
transfer,312,412,20367.09,2023-11-14 02:31,1,type3
transfer,487,412,20713.11,2021-10-17 04:51,1,type3
transfer,216,412,20291.26,2023-08-15 13:35,1,type3
cash-in,955,530,3063.77,2021-08-16 14:18,0,none
transfer,784,66,465.76,2020-04-07 14:32,0,none
cash-in,874,681,2237.5,2024-03-05 07:14,0,none
transfer,472,683,3901.74,2023-02-28 08:52,0,none
transfer,714,128,3811.64,2023-07-26 12:06,0,none
cash-in,603,273,6170.93,2023-02-22 14:36,0,none
cash-in,445,519,8887.13,2020-07-17 12:30,0,none
transfer,113,685,2759.19,2024-10-13 05:34,0,none
transfer,193,184,1838.88,2020-08-02 00:07,0,none
cash-in,603,458,2167.07,2023-02-08 09:41,0,none
transfer,819,174,556.01,2024-03-02 06:47,0,none
cash-in,662,333,9337.76,2022-01-04 04:16,0,none
cash-in,33,799,1163.41,2020-10-13 22:10,0,none
transfer,114,257,6630.31,2020-04-08 19:03,0,none
transfer,924,228,6495.05,2020-08-02 09:56,0,none
transfer,830,782,19176.8,2024-07-22 12:23,1,type1
transfer,830,500,20384.5,2023-11-07 06:01,1,type1
transfer,830,293,20012.37,2023-02-04 03:21,1,type1
transfer,830,794,19631.7,2023-04-11 04:23,1,type1
transfer,830,346,19716.19,2020-10-05 15:01,1,type1
transfer,773,761,439.68,2024-02-15 03:21,1,type2
transfer,396,290,412.61,2024-02-15 03:22,1,type2
transfer,307,263,444.37,2024-02-15 03:23,1,type2
transfer,116,775,448.66,2024-02-15 03:24,1,type2
transfer,497,821,435.55,2024-02-15 03:25,1,type2
transfer,852,229,20398.15,2024-11-21 06:06,1,type3
transfer,650,229,19193.56,2023-10-04 23:31,1,type3
transfer,489,229,19719.66,2024-04-22 13:02,1,type3
transfer,30,229,20354.13,2023-06-02 14:56,1,type3
transfer,34,229,19119.72,2023-08-14 13:47,1,type3
cash-in,971,488,8598.38,2023-05-20 00:42,0,none
cash-in,669,508,5082.55,2024-04-01 02:31,0,none
transfer,744,661,9042.91,2020-02-02 03:37,0,none
cash-in,947,363,1777.95,2020-08-10 06:20,0,none
transfer,29,380,5902.91,2024-06-08 08:29,0,none
transfer,550,803,9819.14,2023-12-29 13:39,0,none
cash-in,924,218,4628.63,2022-05-31 12:33,0,none
transfer,904,376,9042.5,2024-09-29 12:10,0,none
transfer,574,346,2895.27,2022-10-26 12:36,0,none
transfer,288,522,9605.87,2022-03-18 08:08,0,none
cash-in,221,307,1793.74,2022-06-23 22:40,0,none
transfer,245,906,7833.18,2021-09-18 07:14,0,none
transfer,562,616,8458.07,2022-12-06 04:05,0,none
cash-in,416,549,4570.33,2020-06-12 07:18,0,none
cash-in,171,593,9184.05,2022-09-03 11:55,0,none
transfer,892,433,20895.18,2022-07-02 01:58,1,type1
transfer,892,179,19767.35,2023-05-11 03:50,1,type1
transfer,892,771,20716.49,2022-11-03 17:36,1,type1
transfer,892,609,20774.38,2021-08-05 18:46,1,type1
transfer,892,592,19468.39,2020-07-10 16:15,1,type1
transfer,272,699,355.34,2020-08-25 05:50,1,type2
transfer,486,132,336.76,2020-08-25 05:51,1,type2
transfer,65,605,348.48,2020-08-25 05:52,1,type2
transfer,257,436,331.8,2020-08-25 05:53,1,type2
transfer,112,66,350.27,2020-08-25 05:54,1,type2
transfer,751,576,20211.56,2020-10-10 09:51,1,type3
transfer,123,576,19167.08,2021-01-19 01:04,1,type3
transfer,698,576,19534.66,2022-01-23 05:14,1,type3
transfer,759,576,19490.66,2023-03-02 23:53,1,type3
transfer,516,576,20111.15,2023-02-14 21:31,1,type3
transfer,514,55,9027.51,2021-08-14 18:25,0,none
cash-in,439,402,3756.27,2024-09-11 15:11,0,none
cash-in,114,288,8440.2,2020-04-01 09:04,0,none
transfer,314,97,5114.11,2024-06-05 02:12,0,none
transfer,425,713,3950.32,2020-10-28 05:30,0,none
transfer,663,705,5193.66,2020-01-05 13:32,0,none
transfer,33,434,6382.71,2024-02-21 15:33,0,none
transfer,188,722,3451.79,2024-03-11 02:35,0,none
transfer,417,573,6675.06,2024-08-21 17:52,0,none
transfer,106,94,1503.46,2023-07-03 11:46,0,none
transfer,544,359,2563.22,2022-07-02 19:01,0,none
transfer,206,735,8858.42,2020-01-04 15:23,0,none
transfer,126,669,9531.61,2020-08-28 09:40,0,none
cash-in,516,287,2905.21,2020-05-07 20:02,0,none
cash-in,69,121,8977.59,2023-11-20 05:40,0,none
transfer,507,446,20272.17,2024-04-21 11:49,1,type1
transfer,507,616,20662.95,2020-03-18 14:45,1,type1
transfer,507,51,20660.88,2022-04-08 12:41,1,type1
transfer,507,150,19238.27,2021-05-27 21:37,1,type1
transfer,507,948,19046.97,2023-05-05 13:46,1,type1
transfer,695,377,717.37,2020-12-11 12:29,1,type2
transfer,300,921,701.12,2020-12-11 12:30,1,type2
transfer,81,440,730.81,2020-12-11 12:31,1,type2
transfer,347,727,706.75,2020-12-11 12:32,1,type2
transfer,790,901,750.17,2020-12-11 12:33,1,type2
transfer,385,523,20975.2,2023-08-17 08:22,1,type3
transfer,890,523,20221.02,2024-05-25 23:31,1,type3
transfer,185,523,20542.38,2020-10-26 06:41,1,type3
transfer,430,523,19224.4,2021-10-13 16:07,1,type3
transfer,918,523,20399.88,2020-12-06 16:34,1,type3
cash-in,858,253,3417.01,2020-05-10 00:50,0,none
cash-in,922,751,4715.0,2020-07-11 19:19,0,none
transfer,107,128,150.82,2021-01-08 08:25,0,none
transfer,957,737,6303.05,2022-05-23 00:34,0,none
cash-in,171,310,6158.54,2024-03-01 06:19,0,none
cash-in,464,988,1765.04,2021-02-19 01:15,0,none
cash-in,799,249,797.85,2024-07-09 19:59,0,none
transfer,318,152,4515.66,2023-04-07 05:16,0,none
transfer,497,184,8370.26,2021-01-29 04:44,0,none
transfer,176,530,4530.24,2024-09-19 08:32,0,none
transfer,625,132,9926.16,2023-12-14 16:40,0,none
cash-in,390,149,6676.98,2024-11-11 04:16,0,none
cash-in,418,752,6171.67,2021-07-05 02:13,0,none
transfer,699,907,2826.75,2020-07-27 10:13,0,none
cash-in,412,679,5875.34,2023-07-02 01:00,0,none
transfer,71,463,20080.38,2020-10-17 13:39,1,type1
transfer,71,903,19849.24,2021-01-29 06:01,1,type1
transfer,71,64,19492.62,2024-12-13 15:38,1,type1
transfer,71,321,20205.73,2024-08-29 23:24,1,type1
transfer,71,595,20846.41,2024-05-10 21:26,1,type1
transfer,5,81,498.14,2021-06-24 03:28,1,type2
transfer,814,537,456.65,2021-06-24 03:29,1,type2
transfer,294,60,463.2,2021-06-24 03:30,1,type2
transfer,70,727,490.66,2021-06-24 03:31,1,type2
transfer,767,505,452.66,2021-06-24 03:32,1,type2
transfer,713,246,20259.4,2023-10-13 17:19,1,type3
transfer,41,246,19803.61,2024-02-15 08:01,1,type3
transfer,594,246,19176.95,2021-08-30 04:25,1,type3
transfer,61,246,20349.71,2020-05-13 05:08,1,type3
transfer,445,246,20885.94,2021-01-21 11:28,1,type3
transfer,546,477,7893.14,2022-02-22 14:16,0,none
cash-in,923,164,3700.24,2022-12-26 23:26,0,none
cash-in,449,165,9611.39,2020-03-07 12:51,0,none
transfer,195,74,72.62,2023-04-18 02:09,0,none
transfer,867,863,4799.96,2022-11-15 02:02,0,none
transfer,639,777,2945.53,2024-03-13 17:52,0,none
transfer,749,45,2630.24,2022-10-06 06:09,0,none
transfer,637,730,7493.56,2021-06-22 01:27,0,none
cash-in,20,831,8335.52,2024-09-21 06:50,0,none
cash-in,367,741,2761.46,2023-12-27 10:48,0,none
transfer,132,182,2774.53,2021-05-29 17:14,0,none
transfer,206,501,9186.24,2024-10-05 05:19,0,none
cash-in,348,101,6112.43,2021-08-12 20:30,0,none
transfer,665,228,4184.91,2023-05-22 09:08,0,none
transfer,974,639,9043.66,2023-01-27 21:06,0,none
transfer,981,551,20410.46,2024-06-03 05:44,1,type1
transfer,981,929,20018.58,2020-08-04 18:28,1,type1
transfer,981,175,20768.91,2024-05-14 22:47,1,type1
transfer,981,871,20239.96,2022-03-02 17:58,1,type1
transfer,981,329,19974.19,2020-03-31 16:24,1,type1
transfer,817,489,610.11,2023-12-18 16:00,1,type2
transfer,776,573,614.49,2023-12-18 16:01,1,type2
transfer,31,792,580.31,2023-12-18 16:02,1,type2
transfer,799,147,581.26,2023-12-18 16:03,1,type2
transfer,422,565,585.15,2023-12-18 16:04,1,type2
transfer,840,200,19405.37,2023-01-11 06:31,1,type3
transfer,643,200,19162.13,2021-01-31 19:52,1,type3
transfer,160,200,19192.69,2021-04-06 03:33,1,type3
transfer,927,200,19419.02,2020-09-12 18:23,1,type3
transfer,333,200,19522.2,2020-06-01 15:11,1,type3
transfer,553,846,4159.51,2024-05-25 21:15,0,none
cash-in,614,432,852.87,2021-02-07 19:30,0,none
transfer,159,589,6500.46,2022-12-16 21:14,0,none
transfer,793,308,1179.84,2023-09-08 05:26,0,none
transfer,891,498,8951.55,2020-10-30 23:03,0,none
transfer,143,755,5777.36,2023-12-22 07:38,0,none
cash-in,58,756,1173.09,2020-10-14 18:50,0,none
cash-in,323,170,3424.64,2021-03-11 21:20,0,none
transfer,171,708,4842.34,2024-07-20 18:29,0,none
transfer,921,685,1793.62,2023-05-12 03:29,0,none
cash-in,555,907,1326.83,2021-01-05 08:56,0,none
cash-in,164,172,2584.08,2022-10-18 05:55,0,none
cash-in,95,737,9826.83,2024-01-19 06:07,0,none
cash-in,420,596,5775.6,2022-10-14 21:19,0,none
transfer,14,517,874.21,2021-10-04 13:58,0,none
transfer,557,852,20623.5,2022-01-16 15:13,1,type1
transfer,557,614,19708.79,2021-02-02 14:30,1,type1
transfer,557,942,19646.57,2022-10-24 04:10,1,type1
transfer,557,420,20186.81,2020-06-21 03:59,1,type1
transfer,557,625,20808.11,2023-05-29 16:05,1,type1
transfer,674,255,207.24,2023-08-16 08:30,1,type2
transfer,848,779,197.98,2023-08-16 08:31,1,type2
transfer,132,471,195.75,2023-08-16 08:32,1,type2
transfer,728,607,200.46,2023-08-16 08:33,1,type2
transfer,617,241,212.39,2023-08-16 08:34,1,type2
transfer,679,531,19863.06,2021-10-15 14:57,1,type3
transfer,711,531,20326.89,2021-12-10 02:13,1,type3
transfer,339,531,19845.18,2024-08-31 15:37,1,type3
transfer,799,531,20879.47,2022-09-20 18:11,1,type3
transfer,382,531,19741.89,2021-08-09 20:49,1,type3
transfer,731,25,8248.12,2024-06-20 09:56,0,none
transfer,901,625,7095.55,2023-08-17 04:34,0,none
cash-in,407,732,7327.91,2021-03-11 08:30,0,none
transfer,783,170,906.86,2021-06-24 05:28,0,none
transfer,323,510,8733.31,2022-03-01 03:18,0,none
cash-in,482,124,8813.19,2024-06-06 18:18,0,none
transfer,823,178,9836.42,2020-08-04 03:58,0,none
transfer,796,981,387.45,2020-10-07 18:47,0,none
cash-in,132,674,6876.56,2022-08-20 00:35,0,none
cash-in,482,6,1827.2,2023-06-23 11:54,0,none
transfer,363,920,5341.02,2022-11-10 06:59,0,none
transfer,252,694,4784.45,2020-09-16 08:29,0,none
cash-in,285,478,6573.88,2021-05-10 21:00,0,none
transfer,332,806,2455.92,2023-03-25 12:46,0,none
cash-in,740,464,9820.26,2023-11-18 02:50,0,none
transfer,819,707,19515.22,2021-09-19 15:31,1,type1
transfer,819,914,19313.49,2022-11-18 17:38,1,type1
transfer,819,415,20360.41,2024-12-23 15:31,1,type1
transfer,819,189,20849.54,2022-07-07 09:30,1,type1
transfer,819,147,20379.21,2024-08-12 01:50,1,type1
transfer,936,167,127.87,2023-03-16 05:39,1,type2
transfer,500,401,123.39,2023-03-16 05:40,1,type2
transfer,882,723,127.85,2023-03-16 05:41,1,type2
transfer,872,782,124.61,2023-03-16 05:42,1,type2
transfer,807,582,124.7,2023-03-16 05:43,1,type2
transfer,92,295,19899.02,2024-11-04 19:58,1,type3
transfer,93,295,20409.13,2024-06-03 05:13,1,type3
transfer,639,295,19292.66,2020-11-22 22:52,1,type3
transfer,292,295,20745.25,2023-03-18 06:49,1,type3
transfer,693,295,19213.81,2022-12-12 03:56,1,type3
transfer,43,307,8758.15,2021-03-13 05:34,0,none
transfer,372,165,1685.22,2022-12-12 12:57,0,none
cash-in,420,631,3033.72,2020-08-18 23:41,0,none
transfer,896,129,7129.38,2024-03-11 19:04,0,none
cash-in,202,391,1454.31,2023-01-12 16:39,0,none
transfer,890,516,2911.56,2020-07-30 06:42,0,none
cash-in,908,142,5388.66,2024-03-10 22:54,0,none
cash-in,390,754,8999.15,2021-07-30 06:44,0,none
cash-in,490,295,8487.19,2020-11-30 07:40,0,none
cash-in,861,783,7622.05,2021-07-26 05:18,0,none
cash-in,190,166,8999.51,2024-08-25 17:19,0,none
transfer,836,659,7879.13,2020-07-07 00:58,0,none
cash-in,578,754,7772.38,2023-03-07 12:28,0,none
cash-in,421,407,1415.23,2020-10-20 20:01,0,none
cash-in,683,424,9837.32,2024-07-25 19:18,0,none
transfer,12,88,19218.33,2023-08-16 13:43,1,type1
transfer,12,57,20313.1,2021-02-19 04:24,1,type1
transfer,12,891,20052.1,2023-07-28 02:50,1,type1
transfer,12,454,19013.07,2021-07-27 01:15,1,type1
transfer,12,613,20154.45,2020-01-22 15:28,1,type1
transfer,212,515,406.5,2022-10-06 02:32,1,type2
transfer,317,957,409.17,2022-10-06 02:33,1,type2
transfer,320,727,382.53,2022-10-06 02:34,1,type2
transfer,543,569,396.65,2022-10-06 02:35,1,type2
transfer,274,363,412.48,2022-10-06 02:36,1,type2
transfer,883,873,20409.55,2020-09-02 07:31,1,type3
transfer,588,873,19578.93,2024-07-23 21:37,1,type3
transfer,950,873,19634.28,2022-09-26 23:01,1,type3
transfer,787,873,20445.84,2023-06-24 19:20,1,type3
transfer,976,873,19105.43,2022-10-13 16:11,1,type3
cash-in,183,454,7580.72,2020-01-12 04:17,0,none
transfer,394,609,8410.45,2020-04-19 22:13,0,none
transfer,143,910,3026.58,2024-09-27 22:01,0,none
cash-in,617,506,3893.05,2023-01-08 13:35,0,none
transfer,47,664,3721.1,2022-05-11 02:52,0,none
transfer,560,801,768.96,2021-04-04 05:11,0,none
transfer,194,475,9325.75,2021-05-08 19:07,0,none
transfer,137,664,570.77,2020-01-29 16:51,0,none
cash-in,890,184,825.99,2024-12-21 23:54,0,none
transfer,611,61,6026.96,2023-07-21 01:25,0,none
transfer,985,586,5133.15,2024-04-26 12:22,0,none
cash-in,684,179,2057.98,2024-03-08 09:27,0,none
transfer,882,206,7934.95,2022-03-04 05:29,0,none
cash-in,843,407,2912.43,2022-06-29 08:36,0,none
cash-in,534,997,6227.06,2021-08-16 00:21,0,none
transfer,180,723,19494.6,2024-08-14 06:37,1,type1
transfer,180,503,19008.96,2021-10-30 13:30,1,type1
transfer,180,64,20239.24,2024-11-06 08:04,1,type1
transfer,180,908,20430.12,2023-05-27 01:10,1,type1
transfer,180,663,19879.75,2023-08-10 23:04,1,type1
transfer,564,973,423.63,2024-10-27 07:48,1,type2
transfer,908,557,407.06,2024-10-27 07:49,1,type2
transfer,516,514,397.61,2024-10-27 07:50,1,type2
transfer,965,872,415.79,2024-10-27 07:51,1,type2
transfer,616,223,416.37,2024-10-27 07:52,1,type2
transfer,232,187,20530.18,2021-10-13 13:37,1,type3
transfer,582,187,19532.76,2022-02-26 13:27,1,type3
transfer,186,187,19917.51,2023-12-12 08:23,1,type3
transfer,840,187,20836.62,2020-03-24 11:05,1,type3
transfer,543,187,19296.61,2020-03-09 22:56,1,type3
cash-in,988,954,2702.36,2024-10-17 23:37,0,none
cash-in,355,210,4649.31,2022-01-31 09:01,0,none
cash-in,476,740,8809.34,2022-07-19 16:04,0,none
transfer,503,498,862.74,2023-04-18 05:42,0,none
cash-in,676,449,8681.22,2024-04-27 06:25,0,none
cash-in,882,502,9380.72,2024-12-19 01:42,0,none
transfer,436,12,5791.57,2023-05-27 11:11,0,none
transfer,364,902,8945.9,2024-03-01 10:29,0,none
cash-in,538,725,3256.03,2021-02-15 05:40,0,none
transfer,677,114,3451.17,2022-04-29 18:22,0,none
transfer,510,895,4164.94,2020-06-26 08:11,0,none
cash-in,951,153,2587.93,2021-10-08 07:56,0,none
cash-in,353,348,5000.57,2023-03-09 06:53,0,none
cash-in,82,924,1493.31,2024-02-07 04:05,0,none
transfer,35,646,2074.22,2020-10-04 12:03,0,none
transfer,310,51,19816.64,2023-12-11 18:25,1,type1
transfer,310,141,20751.45,2024-11-22 05:59,1,type1
transfer,310,917,19825.47,2023-09-13 14:55,1,type1
transfer,310,781,19103.73,2021-06-30 02:47,1,type1
transfer,310,1,19432.88,2020-09-12 03:02,1,type1
transfer,708,709,738.93,2021-12-11 01:55,1,type2
transfer,961,71,709.35,2021-12-11 01:56,1,type2
transfer,406,281,758.55,2021-12-11 01:57,1,type2
transfer,524,177,733.45,2021-12-11 01:58,1,type2
transfer,332,824,708.08,2021-12-11 01:59,1,type2
transfer,731,628,20792.34,2024-06-05 21:06,1,type3
transfer,256,628,19522.1,2021-03-31 02:38,1,type3
transfer,513,628,20904.78,2022-08-29 04:56,1,type3
transfer,57,628,20267.09,2020-05-10 02:26,1,type3
transfer,794,628,20730.7,2021-05-04 05:40,1,type3
transfer,557,232,5078.77,2024-12-12 05:14,0,none
transfer,225,243,8104.41,2024-06-15 02:55,0,none
cash-in,552,536,1280.94,2020-02-12 07:56,0,none
transfer,965,306,670.04,2021-04-13 10:47,0,none
transfer,364,610,7320.76,2021-11-23 14:57,0,none
transfer,406,35,8753.06,2021-09-12 14:33,0,none
cash-in,431,683,927.75,2023-11-24 04:52,0,none
cash-in,60,689,3099.43,2022-06-24 16:57,0,none
cash-in,145,152,5592.93,2021-03-27 10:05,0,none
cash-in,924,590,3756.73,2022-10-17 13:43,0,none
cash-in,631,700,9178.14,2021-12-30 16:54,0,none
cash-in,317,731,5317.6,2024-09-21 04:27,0,none
cash-in,439,617,8716.6,2020-06-22 15:32,0,none
cash-in,268,781,516.03,2020-06-28 19:31,0,none
cash-in,264,3,4096.03,2024-10-06 15:55,0,none
transfer,609,703,19428.02,2022-05-02 20:18,1,type1
transfer,609,380,19526.08,2022-07-28 09:34,1,type1
transfer,609,170,20570.46,2020-11-27 07:48,1,type1
transfer,609,918,19805.0,2023-09-24 09:38,1,type1
transfer,609,630,20495.99,2022-03-07 05:06,1,type1
transfer,454,929,256.92,2022-06-14 10:46,1,type2
transfer,557,652,261.04,2022-06-14 10:47,1,type2
transfer,223,284,244.97,2022-06-14 10:48,1,type2
transfer,733,243,247.65,2022-06-14 10:49,1,type2
transfer,811,373,251.0,2022-06-14 10:50,1,type2
transfer,221,149,20467.58,2022-11-27 11:43,1,type3
transfer,943,149,20776.78,2021-04-16 02:27,1,type3
transfer,878,149,19850.89,2024-03-12 08:52,1,type3
transfer,44,149,20204.03,2024-04-21 11:36,1,type3
transfer,986,149,20894.48,2024-12-14 08:29,1,type3
transfer,535,186,7294.96,2020-04-20 09:28,0,none
cash-in,308,405,3586.52,2022-05-21 12:03,0,none
transfer,233,452,3079.57,2020-09-12 21:39,0,none
cash-in,472,864,3487.86,2022-05-07 06:29,0,none
cash-in,546,118,7274.97,2023-04-20 19:53,0,none
cash-in,706,33,9427.56,2024-01-07 08:34,0,none
transfer,212,129,3479.9,2022-02-27 20:48,0,none
transfer,684,478,6339.51,2024-02-23 14:22,0,none
cash-in,119,666,7571.6,2023-04-08 15:52,0,none
transfer,512,29,6763.22,2024-10-15 12:18,0,none
cash-in,944,556,3828.56,2021-04-12 09:09,0,none
transfer,331,403,3478.47,2024-04-03 16:01,0,none
transfer,80,234,7694.91,2020-06-03 08:36,0,none
cash-in,306,786,6258.1,2024-07-17 02:21,0,none
cash-in,604,275,2852.74,2024-08-08 18:07,0,none
transfer,843,227,19608.02,2022-05-18 20:20,1,type1
transfer,843,865,20718.37,2023-09-24 22:46,1,type1
transfer,843,722,20404.08,2022-05-24 06:23,1,type1
transfer,843,880,20433.99,2020-11-03 10:20,1,type1
transfer,843,766,20959.39,2024-01-29 20:28,1,type1
transfer,288,251,485.6,2024-04-03 16:33,1,type2
transfer,821,493,455.96,2024-04-03 16:34,1,type2
transfer,441,564,468.11,2024-04-03 16:35,1,type2
transfer,1,494,480.18,2024-04-03 16:36,1,type2
transfer,503,585,446.48,2024-04-03 16:37,1,type2
transfer,840,591,20800.71,2024-05-08 11:00,1,type3
transfer,293,591,19542.09,2020-05-09 13:35,1,type3
transfer,789,591,20035.66,2023-02-22 07:18,1,type3
transfer,346,591,19359.56,2020-02-22 18:09,1,type3
transfer,826,591,20741.58,2020-11-21 08:28,1,type3
transfer,185,369,2265.61,2024-12-29 05:34,0,none
transfer,426,487,1863.21,2020-07-15 22:53,0,none
transfer,871,823,7256.34,2023-03-27 18:04,0,none
cash-in,872,460,5914.2,2021-03-25 08:02,0,none
cash-in,268,600,5434.6,2024-12-03 23:44,0,none
transfer,578,727,9653.39,2020-04-29 04:01,0,none
transfer,494,384,9597.77,2024-02-17 18:03,0,none
cash-in,25,273,5971.84,2023-01-06 11:00,0,none
cash-in,187,694,347.74,2020-12-10 09:51,0,none
cash-in,121,605,5497.74,2020-01-02 01:18,0,none
transfer,972,620,4139.07,2021-04-20 18:45,0,none
cash-in,541,605,9482.66,2022-09-17 22:42,0,none
transfer,825,450,4114.47,2020-09-14 18:33,0,none
transfer,555,162,3187.0,2024-06-21 11:37,0,none
transfer,212,354,9498.27,2022-06-19 00:59,0,none
transfer,213,606,20149.84,2020-08-23 05:19,1,type1
transfer,213,402,20040.97,2021-06-15 04:14,1,type1
transfer,213,198,19187.75,2023-08-20 18:01,1,type1
transfer,213,870,20073.48,2020-10-13 04:10,1,type1
transfer,213,29,20725.52,2021-04-01 18:17,1,type1
transfer,222,553,738.38,2021-04-21 12:54,1,type2
transfer,503,685,700.28,2021-04-21 12:55,1,type2
transfer,588,745,688.32,2021-04-21 12:56,1,type2
transfer,875,838,710.99,2021-04-21 12:57,1,type2
transfer,435,265,692.84,2021-04-21 12:58,1,type2
transfer,23,627,19032.67,2020-08-21 16:56,1,type3
transfer,137,627,19249.59,2020-08-21 05:53,1,type3
transfer,121,627,19056.89,2022-06-16 09:09,1,type3
transfer,519,627,19646.44,2022-02-15 20:29,1,type3
transfer,792,627,20219.57,2021-09-18 14:26,1,type3
cash-in,842,198,950.57,2024-11-03 15:56,0,none
transfer,992,579,8337.92,2020-03-04 04:23,0,none
transfer,859,37,1654.78,2020-11-30 11:59,0,none
transfer,198,473,409.67,2024-05-18 11:04,0,none
cash-in,715,738,3127.04,2024-11-21 10:56,0,none
transfer,998,662,2199.92,2024-10-01 18:02,0,none
transfer,903,764,4161.18,2023-06-18 20:47,0,none
transfer,170,443,8833.82,2024-02-04 12:58,0,none
cash-in,152,203,9743.61,2020-01-01 09:30,0,none
cash-in,856,235,8772.89,2023-11-03 11:58,0,none
transfer,116,513,3003.59,2022-05-30 19:58,0,none
cash-in,775,11,5959.87,2024-08-30 09:48,0,none
transfer,175,830,872.49,2022-10-15 05:48,0,none
cash-in,915,88,9344.12,2020-09-25 01:34,0,none
transfer,990,285,5350.25,2020-06-14 00:06,0,none
transfer,780,330,20448.62,2023-08-30 23:24,1,type1
transfer,780,98,19650.22,2024-04-09 22:16,1,type1
transfer,780,441,20578.98,2021-03-25 08:02,1,type1
transfer,780,60,19905.92,2023-01-30 04:48,1,type1
transfer,780,751,19063.48,2022-11-20 10:29,1,type1
transfer,301,977,100.43,2021-02-27 16:07,1,type2
transfer,685,592,102.6,2021-02-27 16:08,1,type2
transfer,321,310,105.92,2021-02-27 16:09,1,type2
transfer,517,468,108.68,2021-02-27 16:10,1,type2
transfer,293,81,107.51,2021-02-27 16:11,1,type2
transfer,745,602,19172.35,2022-12-20 21:23,1,type3
transfer,114,602,20936.27,2024-12-10 09:34,1,type3
transfer,554,602,19478.7,2021-04-05 12:26,1,type3
transfer,181,602,19375.49,2024-04-20 15:17,1,type3
transfer,607,602,20982.72,2024-03-14 11:30,1,type3
transfer,863,853,7637.37,2020-09-07 14:03,0,none
transfer,592,422,7279.58,2022-03-06 07:17,0,none
transfer,829,391,7986.72,2022-06-10 11:18,0,none
transfer,889,918,9072.71,2022-03-14 05:28,0,none
cash-in,468,522,7791.16,2023-12-18 07:53,0,none
cash-in,682,455,3392.72,2021-10-09 15:16,0,none
cash-in,455,848,81.12,2021-03-20 06:47,0,none
cash-in,861,805,9829.68,2023-08-20 09:45,0,none
transfer,520,426,200.04,2022-07-08 16:38,0,none
transfer,846,59,8764.52,2021-09-11 16:51,0,none
transfer,502,780,7679.57,2020-06-06 06:44,0,none
transfer,764,340,4238.23,2020-10-20 01:02,0,none
transfer,115,13,4054.16,2021-07-25 20:07,0,none
cash-in,790,487,6120.72,2021-10-15 00:23,0,none
cash-in,162,6,3326.59,2023-05-23 06:59,0,none
transfer,929,676,20008.08,2020-05-28 20:34,1,type1
transfer,929,870,20675.05,2024-05-21 00:08,1,type1
transfer,929,454,19074.49,2023-03-28 20:23,1,type1
transfer,929,134,20582.1,2021-04-29 22:22,1,type1
transfer,929,394,19177.22,2020-01-23 16:57,1,type1
transfer,910,407,388.08,2023-07-25 13:10,1,type2
transfer,696,422,379.6,2023-07-25 13:11,1,type2
transfer,69,814,389.23,2023-07-25 13:12,1,type2
transfer,903,763,392.29,2023-07-25 13:13,1,type2
transfer,688,234,403.19,2023-07-25 13:14,1,type2
transfer,306,430,20939.45,2024-10-11 03:59,1,type3
transfer,30,430,19092.94,2024-09-16 16:33,1,type3
transfer,222,430,20110.43,2022-10-19 17:23,1,type3
transfer,316,430,19171.64,2023-08-01 11:18,1,type3
transfer,480,430,20678.87,2022-05-01 05:27,1,type3
transfer,98,438,3226.92,2020-04-28 21:05,0,none
transfer,227,329,9604.91,2022-09-18 05:24,0,none
transfer,90,94,2151.06,2024-06-14 11:24,0,none
transfer,308,20,4175.25,2020-12-09 02:03,0,none
cash-in,571,529,9162.18,2023-09-26 06:29,0,none
cash-in,544,328,7825.83,2023-01-28 07:55,0,none
cash-in,382,666,697.14,2021-02-09 20:01,0,none
